Origin,Destination,Distance,Origin_Lat,Origin_Long,Origin_State,Dest_Lat,Dest_Long,Dest_State,Ratings,Ideal_duration,Name,Type,Best Time to visit
Vishakhapatnam,Kolkata,882,17.704052,83.297663,Andhra Pradesh,22.562627,88.363044,West Bengal,4.3,02-Apr,Victoria Memorial,Museum,Morning
Vishakhapatnam,Kolkata,882,17.704052,83.297663,Andhra Pradesh,22.562627,88.363044,West Bengal,4.3,02-Apr,Howrah Bridge,Bridge,Anytime
Vishakhapatnam,Kolkata,882,17.704052,83.297663,Andhra Pradesh,22.562627,88.363044,West Bengal,4.3,02-Apr,Indian Museum,Museum,Morning
Vishakhapatnam,Kolkata,882,17.704052,83.297663,Andhra Pradesh,22.562627,88.363044,West Bengal,4.3,02-Apr,Dakshineswar Kali Temple,Temple,Morning
Vishakhapatnam,Kolkata,882,17.704052,83.297663,Andhra Pradesh,22.562627,88.363044,West Bengal,4.3,02-Apr,Kalighat Kali Temple,Temple,Morning
Vishakhapatnam,Kolkata,882,17.704052,83.297663,Andhra Pradesh,22.562627,88.363044,West Bengal,4.3,02-Apr,Eden Gardens,Cricket Ground,All
Vishakhapatnam,Kolkata,882,17.704052,83.297663,Andhra Pradesh,22.562627,88.363044,West Bengal,4.3,02-Apr,Alipore Zoological Gardens,Zoo,Afternoon
Vishakhapatnam,Kolkata,882,17.704052,83.297663,Andhra Pradesh,22.562627,88.363044,West Bengal,4.3,02-Apr,Science City Kolkata,Science,All
Vishakhapatnam,Kolkata,882,17.704052,83.297663,Andhra Pradesh,22.562627,88.363044,West Bengal,4.3,02-Apr,Belur Math,Site,Morning
Vishakhapatnam,Kolkata,882,17.704052,83.297663,Andhra Pradesh,22.562627,88.363044,West Bengal,4.3,02-Apr,Marble Palace,Palace,Afternoon
